OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200026","Sample-Routine","Water","Surface Water","2011-10-03","08:21:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"4.02","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200026","Sample-Routine","Water","Surface Water","2011-10-03","08:21:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","257","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200026","Sample-Routine","Water","Surface Water","2011-10-03","08:21:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.23","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200026","Sample-Routine","Water","Surface Water","2011-10-03","08:21:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"10.0","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200026","Sample-Routine","Water","Surface Water","2011-10-03","08:21:00","MDT",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"64.0","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200197","Sample-Routine","Water","Surface Water","2011-11-14","11:18:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.15","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200197","Sample-Routine","Water","Surface Water","2011-11-14","11:18:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","325","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200197","Sample-Routine","Water","Surface Water","2011-11-14","11:18:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"3.76","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200197","Sample-Routine","Water","Surface Water","2011-11-14","11:18:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"179","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200197","Sample-Routine","Water","Surface Water","2011-11-14","11:18:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"3.5","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200197","Sample-Routine","Water","Surface Water","2011-11-14","11:18:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Instream features, est. stream width",,"55.0","ft",,"Accepted",,"Actual",,,,,,,"00004",,,,,,,,,,,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201272","Sample-Routine","Water","Surface Water","2011-12-21","12:00:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.12","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201272","Sample-Routine","Water","Surface Water","2011-12-21","12:00:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"2.5","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,"THM01","USGS","Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201272","Sample-Routine","Water","Surface Water","2011-12-21","12:00:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"3.69","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,"STAFF","USGS","Gage height, staff gage","USGS TWRI 3-A7",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201272","Sample-Routine","Water","Surface Water","2011-12-21","12:00:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"168","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201272","Sample-Routine","Water","Surface Water","2011-12-21","12:00:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, air",,"1.4","deg C",,"Accepted",,"Actual",,,,,,,"00020",,,,,,"THM05","USGS","Temperature, air, liq-in-glass","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201272","Sample-Routine","Water","Surface Water","2011-12-21","12:00:00","MST",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","310","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,"SC003","USGS","Specific cond, field (NRP/CO)","USGS TWRI 9-A6.3/1998",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200486","Sample-Routine","Water","Surface Water","2012-02-10","12:52:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","318","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,"SC003","USGS","Specific cond, field (NRP/CO)","USGS TWRI 9-A6.3/1998",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200486","Sample-Routine","Water","Surface Water","2012-02-10","12:52:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"4.3","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,"THM01","USGS","Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200486","Sample-Routine","Water","Surface Water","2012-02-10","12:52:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, air",,"4.5","deg C",,"Accepted",,"Actual",,,,,,,"00020",,,,,,"THM05","USGS","Temperature, air, liq-in-glass","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200486","Sample-Routine","Water","Surface Water","2012-02-10","12:52:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"162","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200486","Sample-Routine","Water","Surface Water","2012-02-10","12:52:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"3.68","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,"STAFF","USGS","Gage height, staff gage","USGS TWRI 3-A7",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200486","Sample-Routine","Water","Surface Water","2012-02-10","12:52:00","MST",,,,,,,,,,,"USGS",,"USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.12","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201273","Sample-Routine","Water","Surface Water","2012-03-21","08:17:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"3.79","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,"STAFF","USGS","Gage height, staff gage","USGS TWRI 3-A7",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201273","Sample-Routine","Water","Surface Water","2012-03-21","08:17:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"4.0","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,"THM01","USGS","Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201273","Sample-Routine","Water","Surface Water","2012-03-21","08:17:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, air",,"1.5","deg C",,"Accepted",,"Actual",,,,,,,"00020",,,,,,"THM05","USGS","Temperature, air, liq-in-glass","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201273","Sample-Routine","Water","Surface Water","2012-03-21","08:17:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"183","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201273","Sample-Routine","Water","Surface Water","2012-03-21","08:17:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","331","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,"SC003","USGS","Specific cond, field (NRP/CO)","USGS TWRI 9-A6.3/1998",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201273","Sample-Routine","Water","Surface Water","2012-03-21","08:17:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.16","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200930","Sample-Routine","Water","Surface Water","2012-05-08","10:29:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.22","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200930","Sample-Routine","Water","Surface Water","2012-05-08","10:29:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","295","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,"SC003","USGS","Specific cond, field (NRP/CO)","USGS TWRI 9-A6.3/1998",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200930","Sample-Routine","Water","Surface Water","2012-05-08","10:29:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"230","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,"QADCP","USGS","Disch., meas., ADCP moving boat","USGS OF 01-1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200930","Sample-Routine","Water","Surface Water","2012-05-08","10:29:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, air",,"13.0","deg C",,"Accepted",,"Actual",,,,,,,"00020",,,,,,"THM05","USGS","Temperature, air, liq-in-glass","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200930","Sample-Routine","Water","Surface Water","2012-05-08","10:29:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"4.00","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,"STAFF","USGS","Gage height, staff gage","USGS TWRI 3-A7",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01200930","Sample-Routine","Water","Surface Water","2012-05-08","10:29:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"7.6","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,"THM01","USGS","Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201115","Sample-Routine","Water","Surface Water","2012-06-07","11:07:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"3.83","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,"STAFF","USGS","Gage height, staff gage","USGS TWRI 3-A7",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201115","Sample-Routine","Water","Surface Water","2012-06-07","11:07:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"11.0","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,"THM01","USGS","Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201115","Sample-Routine","Water","Surface Water","2012-06-07","11:07:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, air",,"13.5","deg C",,"Accepted",,"Actual",,,,,,,"00020",,,,,,"THM05","USGS","Temperature, air, liq-in-glass","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201115","Sample-Routine","Water","Surface Water","2012-06-07","11:07:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"184","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,"QADCP","USGS","Disch., meas., ADCP moving boat","USGS OF 01-1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201115","Sample-Routine","Water","Surface Water","2012-06-07","11:07:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","284","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,"SC003","USGS","Specific cond, field (NRP/CO)","USGS TWRI 9-A6.3/1998",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201115","Sample-Routine","Water","Surface Water","2012-06-07","11:07:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.17","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201427","Sample-Routine","Water","Surface Water","2012-07-16","10:05:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"12.1","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,"THM01","USGS","Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201427","Sample-Routine","Water","Surface Water","2012-07-16","10:05:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Specific conductance","Total","241","uS/cm @25C",,"Accepted",,"Actual",,,"25 deg C",,,,"00095",,,,,,"SC003","USGS","Specific cond, field (NRP/CO)","USGS TWRI 9-A6.3/1998",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201427","Sample-Routine","Water","Surface Water","2012-07-16","10:05:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"5.03","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,"STAFF","USGS","Gage height, staff gage","USGS TWRI 3-A7",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201427","Sample-Routine","Water","Surface Water","2012-07-16","10:05:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"569","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201427","Sample-Routine","Water","Surface Water","2012-07-16","10:05:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, air",,"19.0","deg C",,"Accepted",,"Actual",,,,,,,"00020",,,,,,"THM05","USGS","Temperature, air, liq-in-glass","USGS National Field Manual, Chapter A6.1",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201427","Sample-Routine","Water","Surface Water","2012-07-16","10:05:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Gage height",,"1.53","m",,"Accepted",,"Actual",,,,,,,"30207",,,,,,"ALGOR","USGS","Computation by NWIS algorithm","NWIS User's Manual, QW System, Appendix",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201765","Sample-Routine","Water","Surface Water","2012-08-30","08:40:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Stream flow, instantaneous",,"476","ft3/s",,"Accepted",,"Actual",,,,,,,"00061",,,,,,"QSCMM","USGS","Disch., meas., midsection","USGS TWRI 3-A8",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201765","Sample-Routine","Water","Surface Water","2012-08-30","08:40:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Height, gage",,"4.76","ft",,"Accepted",,"Actual",,,,,,,"00065",,,,,,"STAFF","USGS","Gage height, staff gage","USGS TWRI 3-A7",,,,,,,
"USGS-UT","USGS Utah Water Science Center","nwisut.01.01201765","Sample-Routine","Water","Surface Water","2012-08-30","08:40:00","MDT",,,,,,,,,,,"Routine","USGS - Utah Water Science Center","USGS-10155500",,,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",,"Temperature, water",,"11.3","deg C",,"Accepted",,"Actual",,,,,,,"00010",,,,,,"THM01","USGS","Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",,,,,,,
